tech,window,time,device,dtype,vd,vg,vs,vb,vgs,vds,vbs,clamp_class,nn_id,nn_qg,nn_qd,nn_qs,nn_qb,nn_cgg,nn_cgd,nn_cgs,nn_cdg,nn_cdd,os_id,os_qg,os_qd,os_qs,os_qb,os_cgg,os_cgd,os_cgs,os_cdg,os_cdd
TSMC7,RISE,4.1499999999999996e-10,Mpc,pmos,0.7494972831364778,0.0,0.75,0.75,-0.75,-0.0005027168635222123,0.0,NEAR0,3.433608896198415e-08,-8.112987351518739e-17,3.963275650966805e-17,4.003414583421765e-17,1.4629711713016896e-18,2.0286149576273623e-16,-7.944702206933086e-17,-5.681990058456532e-18,-1.0033166735339256e-16,6.512773749632513e-17,2.4047364099999413e-07,-8.187713643815543e-17,4.019507143339048e-17,4.022031394064061e-17,1.4617510641243362e-18,2.027375900071786e-16,-1.0051423616300359e-16,-1.0059735384425795e-16,-1.0055325593607064e-16,7.53619024924527e-17
TSMC7,RISE,4.1499999999999996e-10,Mpt,pmos,0.45,0.7494972831364778,0.8707707442981713,0.75,-0.12127346116169346,-0.42077074429817124,-0.12077074429817125,FREE,0.0,1.2657592360408887e-17,-9.742669750274356e-18,-3.181340768905245e-18,2.664181587707142e-19,3.4268738043512196e-17,-1.3729394396516925e-17,8.293392059385939e-19,-1.4426990816861222e-17,1.3626323677674055e-17,4.455991131635528e-09,1.3117107842861709e-17,-9.930006401728427e-18,-3.4301699504854675e-18,2.43068509352186e-19,3.3400358533704054e-17,-1.3600965173573349e-17,-1.8173393493014413e-17,-1.3663486260187619e-17,1.360227078320088e-17
TSMC7,RISE,4.2e-10,Mnc,nmos,0.7494973527844184,0.0,0.0,0.0,0.0,0.7494973527844184,0.0,FREE,-3.432998266635601e-08,-1.7303164287977175e-17,1.4063046933134427e-17,3.5539108306322455e-18,-3.1379347578949758e-19,3.010447094318865e-17,-1.2239433459651504e-17,-8.426275194433155e-19,-1.065912682532258e-17,1.2183264847730362e-17,-0.0,-1.8850020825224552e-17,1.4651788706394484e-17,4.408183158150872e-18,-2.0995103932080382e-19,3.029222793364678e-17,-1.1757169806939652e-17,-1.6512258125626078e-17,-1.1763011725963567e-17,1.1757274710996428e-17
TSMC7,RISE,4.2e-10,Mnt,nmos,0.45,0.0,0.870770744331222,0.0,-0.870770744331222,-0.420770744331222,-0.870770744331222,REV,0.0,-2.75941200304956e-18,4.1394626150109335e-21,4.104524022247992e-18,-1.3492514818134433e-18,5.589797982347378e-17,-3.63814132587819e-17,-4.585587008477152e-19,-2.824204492988757e-17,2.8304544862940244e-17,-0.0,-2.679522648802283e-17,1.0952052681316973e-17,1.605312493948461e-17,-2.0995113277875236e-19,2.6414913998086358e-17,-1.3032795125462332e-17,-1.1359318872623291e-17,-1.303279512546614e-17,1.3032795283600484e-17
TSMC7,RISE,4.2e-10,Mpc,pmos,0.7494973527844184,0.0,0.75,0.75,-0.75,-0.0005026472155815753,0.0,NEAR0,3.433135845299866e-08,-8.112987351518739e-17,3.963275650966805e-17,4.003414583421765e-17,1.4629711713016896e-18,2.0286149576273623e-16,-7.944702206933086e-17,-5.681990058456532e-18,-1.0033166735339256e-16,6.512773749632513e-17,2.404403343092554e-07,-8.187714343876528e-17,4.0195076682193635e-17,4.022031569244732e-17,1.4617510641243236e-18,2.0273759193874157e-16,-1.0051424290043682e-16,-1.0059734903838762e-16,-1.00553257253971e-16,7.536190621737999e-17
TSMC7,RISE,4.2e-10,Mpt,pmos,0.45,0.7494973527844184,0.870770744331222,0.75,-0.12127339154680361,-0.420770744331222,-0.12077074433122204,FREE,0.0,1.2657601085453469e-17,-9.74267400805949e-18,-3.181342874372266e-18,2.664157969782871e-19,3.426874378254876e-17,-1.3729392154413582e-17,8.29338873663603e-19,-1.4426995034876964e-17,1.362632393797394e-17,4.455991131635528e-09,1.3117110168527186e-17,-9.930007353360069e-18,-3.4301712112717515e-18,2.4306839610463453e-19,3.34003564637252e-17,-1.3600964735255329e-17,-1.8173391861353237e-17,-1.3663485660786526e-17,1.3602270341546357e-17
TSMC7,RISE,4.25e-10,Mnc,nmos,0.7494973803736642,0.0,0.0,0.0,0.0,0.7494973803736642,0.0,FREE,-3.4329982666357244e-08,-1.7303164287977175e-17,1.4063046933134427e-17,3.5539108306322455e-18,-3.1379347578949758e-19,3.010447094318865e-17,-1.2239433459651504e-17,-8.426275194433155e-19,-1.065912682532258e-17,1.2183264847730362e-17,-0.0,-1.8850021149596e-17,1.4651789030768825e-17,4.408183158147982e-18,-2.0995103932080794e-19,3.029222783693907e-17,-1.1757169710097207e-17,-1.651225812576082e-17,-1.1763011629152852e-17,1.1757274614155016e-17
TSMC7,RISE,4.25e-10,Mnt,nmos,0.45,0.0,0.8707707443058433,0.0,-0.8707707443058433,-0.4207707443058433,-0.8707707443058433,REV,0.0,-2.75941200304956e-18,4.1394626150109335e-21,4.104524022247992e-18,-1.3492514818134433e-18,5.589797982347378e-17,-3.63814132587819e-17,-4.585587008477152e-19,-2.824204492988757e-17,2.8304544862940244e-17,-0.0,-2.679522648773455e-17,1.0952052681316973e-17,1.605312493919633e-17,-2.0995113277875234e-19,2.6414913998164258e-17,-1.3032795125462332e-17,-1.1359318872701191e-17,-1.303279512546614e-17,1.3032795283600484e-17
TSMC7,RISE,4.25e-10,Mpc,pmos,0.7494973803736642,0.0,0.75,0.75,-0.75,-0.0005026196263357985,0.0,NEAR0,3.432812795983311e-08,-8.11298900660405e-17,3.963277513329045e-17,4.0034143761448356e-17,1.4629711713016896e-18,2.0286145716834157e-16,-7.944684140412514e-17,-5.6819901588363565e-18,-1.0033166721957814e-16,6.512812453447855e-17,2.4042712265526234e-07,-8.187714621187743e-17,4.019507876137245e-17,4.022031638638066e-17,1.4617510641243186e-18,2.0273759270388047e-16,-1.0051424556929693e-16,-1.0059734713466636e-16,-1.0055325777602325e-16,7.536190769291358e-17
TSMC7,RISE,4.25e-10,Mpt,pmos,0.45,0.7494973803736642,0.8707707443058433,0.75,-0.12127336393217913,-0.4207707443058433,-0.12077074430584334,FREE,0.0,1.2657601085453469e-17,-9.74267400805949e-18,-3.181342874372266e-18,2.664157969782871e-19,3.426874378254876e-17,-1.3729392154413582e-17,8.29338873663603e-19,-1.4426995034876964e-17,1.362632393797394e-17,4.455991131635528e-09,1.3117111090479049e-17,-9.93000773032688e-18,-3.4301717113966717e-18,2.4306835124450377e-19,3.3400355642854864e-17,-1.3600964561629019e-17,-1.8173391214109076e-17,-1.3663485423262101e-17,1.3602270166596507e-17
TSMC7,RISE,4.2999999999999996e-10,Mnc,nmos,0.7494974145595601,0.0,0.0,0.0,0.0,0.7494974145595601,0.0,FREE,-3.43442348388343e-08,-1.7303164287977175e-17,1.4063050662025066e-17,3.553907101741606e-18,-3.1379347578949758e-19,3.010446193624896e-17,-1.2239434463770343e-17,-8.426275194433155e-19,-1.0659112305442947e-17,1.2183263158556403e-17,-0.0,-1.8850021551525382e-17,1.465178943270179e-17,4.408183158144404e-18,-2.0995103932081304e-19,3.029222771710828e-17,-1.1757169590099524e-17,-1.6512258125927703e-17,-1.1763011509194441e-17,1.1757274494158615e-17
TSMC7,RISE,4.2999999999999996e-10,Mnt,nmos,0.45,0.0,0.8707707443181009,0.0,-0.8707707443181009,-0.42077074431810085,-0.8707707443181009,REV,0.0,-2.75941200304956e-18,4.1394626150109335e-21,4.104524022247992e-18,-1.3492514818134433e-18,5.589797982347378e-17,-3.63814132587819e-17,-4.585587008477152e-19,-2.824204492988757e-17,2.8304544862940244e-17,-0.0,-2.6795226487873773e-17,1.0952052681316972e-17,1.6053124939335553e-17,-2.0995113277875234e-19,2.6414913998126633e-17,-1.3032795125462332e-17,-1.1359318872663566e-17,-1.303279512546614e-17,1.3032795283600484e-17
TSMC7,RISE,4.2999999999999996e-10,Mpc,pmos,0.7494974145595601,0.0,0.75,0.75,-0.75,-0.0005025854404399066,0.0,NEAR0,3.432580613120124e-08,-8.11298900660405e-17,3.963277513329045e-17,4.0034143761448356e-17,1.4629711713016896e-18,2.0286145716834157e-16,-7.944684140412514e-17,-5.6819901588363565e-18,-1.0033166721957814e-16,6.512812453447855e-17,2.4041080237680035e-07,-8.187714964804704e-17,4.019508133768764e-17,4.0220317246235084e-17,1.4617510641243125e-18,2.0273759365196562e-16,-1.005142488762865e-16,-1.0059734477576196e-16,-1.0055325842289931e-16,7.536190952124989e-17
TSMC7,RISE,4.2999999999999996e-10,Mpt,pmos,0.45,0.7494974145595601,0.8707707443181009,0.75,-0.12127332975854077,-0.42077074431810085,-0.12077074431810086,FREE,0.0,1.2657592360408887e-17,-9.742669750274356e-18,-3.181339588009032e-18,2.664169778745015e-19,3.4268732657644996e-17,-1.3729390821121833e-17,8.29339342267415e-19,-1.4426990816861222e-17,1.3626323677674055e-17,4.455991131635528e-09,1.3117112232077357e-17,-9.930008197424619e-18,-3.4301723303109757e-18,2.4306829565823707e-19,3.340035462673724e-17,-1.3600964346485871e-17,-1.8173390413134432e-17,-1.3663485129044185e-17,1.360226994981549e-17
TSMC7,RISE,4.35e-10,Mnc,nmos,0.7494971829025228,0.0,0.0,0.0,0.0,0.7494971829025228,0.0,FREE,-3.432998266634844e-08,-1.7303164287977175e-17,1.4063046933134427e-17,3.5539108306322455e-18,-3.1379347578949758e-19,3.010446869145373e-17,-1.223943647200802e-17,-8.426275194433155e-19,-1.0659131385701185e-17,1.2183265864537898e-17,-0.0,-1.8850018827894218e-17,1.4651786709046327e-17,4.40818315816867e-18,-2.0995103932077847e-19,3.0292228529128666e-17,-1.1757170403250975e-17,-1.6512258124796646e-17,-1.1763012322079651e-17,1.1757275307301383e-17
TSMC7,RISE,4.35e-10,Mnt,nmos,0.45,0.0,0.8707707443235921,0.0,-0.8707707443235921,-0.4207707443235921,-0.8707707443235921,REV,0.0,-2.75941200304956e-18,4.1394626150109335e-21,4.104524022247992e-18,-1.3492514818134433e-18,5.589797982347378e-17,-3.63814132587819e-17,-4.585587008477152e-19,-2.824204492988757e-17,2.8304544862940244e-17,-0.0,-2.6795226487936154e-17,1.0952052681316972e-17,1.6053124939397935e-17,-2.0995113277875234e-19,2.6414913998109777e-17,-1.3032795125462332e-17,-1.135931887264671e-17,-1.303279512546614e-17,1.3032795283600484e-17
TSMC7,RISE,4.35e-10,Mpc,pmos,0.7494971829025228,0.0,0.75,0.75,-0.75,-0.0005028170974772372,0.0,NEAR0,3.434289686937633e-08,-8.112987351518739e-17,3.963275650966805e-17,4.003414583421765e-17,1.4629711713016896e-18,2.0286149576273623e-16,-7.944702206933086e-17,-5.681990058456532e-18,-1.0033166735339256e-16,6.512773749632513e-17,2.4052160263465794e-07,-8.187712636321649e-17,4.0195063879566804e-17,4.022031141952533e-17,1.4617510641243543e-18,2.0273758722736495e-16,-1.0051422646680684e-16,-1.0059736076064106e-16,-1.0055325403941115e-16,7.536189713171179e-17
TSMC7,RISE,4.35e-10,Mpt,pmos,0.45,0.7494971829025228,0.8707707443235921,0.75,-0.12127356142106938,-0.4207707443235921,-0.12077074432359214,FREE,0.0,1.2657592360408887e-17,-9.742669750274356e-18,-3.181340768905245e-18,2.664181587707142e-19,3.4268738043512196e-17,-1.3729394396516925e-17,8.293392059385939e-19,-1.4426990816861222e-17,1.3626323677674055e-17,4.455991131635528e-09,1.3117104494549544e-17,-9.930005032181566e-18,-3.4301681347005744e-18,2.4306867233259685e-19,3.3400361514431e-17,-1.3600965804375552e-17,-1.8173395842939656e-17,-1.366348712298295e-17,1.3602271418808382e-17
