region,tech,device,dtype,vgs_V,vds_V,vbs_V,id_raw_nn_A,id_postclamp_A,id_osdi_A,ratio_raw_over_osdi,sign_match
corridor,TSMC5,Mpr,pmos,-0.13,0.0579090909090909,0.0,8.81296601567305e-08,0.0,-1.8739801377343213e-09,47.028065229806,n
corridor,TSMC5,Mpr,pmos,-0.13,0.040772727272727266,0.0,1.5070955946039332e-07,0.0,-0.0,nan,n
corridor,TSMC5,Mpr,pmos,-0.13,0.023636363636363646,0.0,2.7914664850276405e-07,0.0,-0.0,nan,n
corridor,TSMC5,Mpr,pmos,-0.13,0.006500000000000001,0.0,3.4416407183832447e-07,0.0,-0.0,nan,n
corridor,TSMC5,Mpr,pmos,-0.26,0.195,0.0,-2.307807921337925e-06,-0.0,-7.416189384823468e-06,0.3111851385646429,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.17786363636363636,0.0,-1.791227618818053e-06,-0.0,-5.458436480587636e-06,0.32815763729931974,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.16072727272727272,0.0,-1.3434918240363103e-06,-0.0,-3.874652071411688e-06,0.34673870047558186,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.14359090909090907,0.0,-9.83789138867918e-07,-0.0,-2.641117907709045e-06,0.3724896703764638,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.12645454545454543,0.0,-7.129218623274393e-07,-0.0,-1.721846720759146e-06,0.41404490523588466,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.10931818181818183,0.0,-5.098128084403437e-07,-0.0,-1.0704178515785756e-06,0.4762745760344974,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.09218181818181818,0.0,-3.4225202062335416e-07,-0.0,-6.335987984273928e-07,0.5401715114877613,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.07504545454545454,0.0,-1.9480439695679945e-07,-0.0,-3.5677338861006547e-07,0.5460171727373714,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.0579090909090909,0.0,-9.562283805674406e-08,-0.0,-1.901632185052904e-07,0.5028461277020498,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.040772727272727266,0.0,-9.324538042156609e-08,-0.0,-9.373612996910197e-08,0.9947645635925267,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.023636363636363646,0.0,-2.990540521615635e-08,-0.0,-3.9013424435463406e-08,0.7665414059108377,Y
corridor,TSMC5,Mpr,pmos,-0.26,0.006500000000000001,0.0,5.6151111846068875e-08,0.0,-7.90168971920302e-09,7.106215738844829,n
corridor,TSMC5,Mpr,pmos,-0.39,0.195,0.0,-1.82995000977634e-05,-0.0,-3.050769267765041e-05,0.5998323206910173,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.17786363636363636,0.0,-1.644712773644014e-05,-0.0,-2.618818059629824e-05,0.6280362882011352,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.16072727272727272,0.0,-1.4488434092409048e-05,-0.0,-2.2123800763607093e-05,0.6548799750647744,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.14359090909090907,0.0,-1.2461604972990816e-05,-0.0,-1.8348417174518517e-05,0.6791651211362771,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.12645454545454543,0.0,-1.0414692695587885e-05,-0.0,-1.4890950666979208e-05,0.6993974346233341,Y
corridor,TSMC5,Mpr,pmos,-0.39,0.10931818181818183,0.0,-8.406850576228461e-06,-0.0,-1.1773434449580122e-05,0.7140525232659086,Y
